name,simbol,market_cap,price,circulating_supply,volume,one_hour,one_day,one_week
Bigbom,BBO,267029,0.000802,332947891.169,257007,0.0723733,-1.13211,-1.55969
VULCANO,VULC,266664,0.001104,241450731.308,596,19.9355,-15.3527,-14.0582
CryCash,CRC,263588,0.05533,4763935.95792,11957,3.66249,-9.33508,-47.7445
Soma,SCT,263503,0.026966,9771527.03868,113737,-0.0463061,-2.89766,6.72993
BZEdge,BZE,263501,8.8e-05,2992749626.0,,0.0532583,-0.345165,-7.87347
Manna,MANNA,262729,0.000468,561046204.164,,0.0945122,-16.249,-14.3374
CatoCoin,CATO,261256,0.016566,15770235.9233,,-0.0537553,105.034,107.755
Blockparty (B...,BOXX,260963,0.008041,32453993.03,,0.142111,-4.09664,-27.0747
ZCore,ZCR,260390,0.048223,5399713.86626,2158,-0.758011,-1.83567,-6.07669
Freicoin,FRC,255087,0.004602,55432429.1463,,-0.0481876,-1.23851,-38.5509
ODUWA,OWC,253616,0.107929,2349850.0,44843,1.19918,-24.7737,-31.8266
Maincoin,MNC,253179,0.001154,219369046.996,41972,0.230093,2.85241,-14.2794
Neutron,NTRN,253041,0.006468,39121694.189,,0.206704,34.6614,32.1482
PiplCoin,PIPL,252354,0.003024,83444258.0716,1182,3.56846,16.5926,-1.53808
PeepCoin,PCN,252015,4e-06,71278391163.5,952,11.2939,45.5292,66.5846
View,VIEW,251891,0.007179,35088297.9991,500,0.590997,-1.97936,16.7926
HyperSpace,AMP,250941,0.002491,100728564.0,3898,-14.8027,47.0417,-37.3038
Maxcoin,MAX,246117,0.004005,61445805.0,,0.0,4.26326e-14,6.98444
EncryptoTel [...,ETT,245886,0.003958,62131189.6,,-0.815208,2.28861,3.7078
Gentarium,GTM,243503,0.064212,3792189.19175,,0.693903,-9.89905,-9.78284
Coinlancer,CL,241602,0.003034,79619229.0,,-0.0504794,28.9975,25.5415
LALA World,LALA,241080,0.000967,249332879.12,,0.0,2.84217e-14,-1.98952e-13
Bitcoin Incog...,XBI,240532,0.020593,11680228.8057,24359,-6.70636,-18.2741,2.66241
PlayGame,PXG,238876,0.000261,915479311.379,6541,-14.993,10.6404,-7.45144
Bayan Token,BYT,236877,0.994166,238267.3,,0.0,-9.9476e-14,-3.1001
Blockpass,PASS,236756,0.001416,167223761.64,7392,-0.0571483,2.71095,-20.3661
Sumokoin,SUMO,236352,0.023425,10089780.4034,2583,-0.726514,2.29088,4.84614
BitDegree,BDG,234786,0.000627,374560931.031,,0.0380054,-13.9487,19.4748
FirstCoin,FRST,234627,0.007518,31207527.8074,,0.182762,-2.48017,-3.4553
CoinMetro Token,XCM,233982,0.027527,8500000.0,7358,0.237808,1.63932,16.7123
BlitzPredict,XBP,232808,0.000617,377601088.277,2248,-0.0504794,-4.24975,18.6724
PDATA,PDATA,232578,0.000653,355921578.372,4676,1.13316,14.1295,-56.131
Moneynet,MNC,229834,5.8e-05,3941794917.63,,0.182619,2.13453,70.8133
Ties.DB,TIE,229176,0.005614,40820991.6477,,-0.0463061,18.1133,18.0304
Cobinhood,COB,226959,0.000552,410999846.99,6606,-0.0463061,-1.23989,-12.6051
Scala,XLA,225918,2.6e-05,8623829804.0,,0.04881,-8.85432,-8.25031
EtherSportz,ESZ,225727,0.07618,2963091.2759,,0.0,2.84217e-14,119.716
FidentiaX,FDX,224131,0.002135,105000000.0,,0.0,-0.931097,-20.9232
Equal,EQL,224086,0.000684,327752497.014,1496,-0.00580337,-4.15502,23.0137
VeriumReserve,VRM,224012,0.092269,2427816.56291,,0.106598,3.45915,9.64748
MktCoin,MLM,222735,0.000184,1209529899.7,11013,-0.000379042,-15.2719,-32.4274
Dovu,DOV,222163,0.000556,399758698.345,,-0.0444418,-1.32876,1.68653
GoPower,GPT,221926,0.002732,81227045.9,,2.70948,-3.53561,-20.7151
Playgroundz,IOG,221529,0.007761,28545120.0,674,6.2916,-12.2783,64.5637
Giant,GIC,220296,0.034988,6296319.98979,25136,-1.96735,7.38367,-8.65171
Ethersocial,ESN,220110,0.005982,36793546.7113,,-0.0537553,-2.74103,-18.8995
Formosa Finan...,FMF,218524,0.000122,1785567099.0,,0.0,-4.26326e-14,1.27898e-13
Trollcoin,TROLL,218589,0.000369,592261129.0,,0.206704,-0.98723,-3.85532
Aditus,ADI,218022,0.000931,234110888.0,55800,0.281277,-2.998,4.08412
Helleniccoin,HNC,218031,0.003137,69499903.9935,,17.4837,-4.19728,27.6064
Netrum,NTR,216191,0.087607,2467735.92525,,-0.0176366,22.4275,55.0999
Master Contra...,MCT,216040,0.000381,567499990.0,38169,1.36715,-0.680699,-33.5556
FortKnoxster,FKX,215747,0.001447,149077342.78,63049,1.07237,1.29216,-18.6146
FoldingCoin,FLDC,213781,0.000275,778797162.0,,2.84217e-14,-4.26326e-14,-4.65934
Bitcoin Scrypt,BTCS,212928,0.012087,17615950.0,,0.207125,-1.31864,-6.40205
Zeitcoin,ZEIT,212095,6e-06,36971239966.0,825,30.7299,144.218,123.683
Mithril Ore,MORE,210325,16.49,12751.61,,0.182619,-1.05962,-1.53163
Yocoin,YOC,208333,0.000564,369659254.538,1235,-0.108344,5.65986,-17.0512
RealChain,RCT,206901,0.000476,435063027.881,57325,0.176611,5.40365,2.2553
Darcrus,DAR,206654,0.015195,13600388.07,,0.0,1.23295,690.499
HelloGold,HGT,206591,0.000785,263034654.051,43807,0.073222,33.4648,14.2671
Coinchase Token,CCH,205357,0.000129,1594527406.19,104551,2.27729e-10,8.58741e-07,22.8175
NOW Token,NOW,204809,0.003013,67982334.5333,,0.0,-0.943847,-32.657
DopeCoin,DOPE,204842,0.001753,116845228.0,5479,0.205172,24.0322,-13.1811
KekCoin,KEK,203276,0.018969,10716384.9989,,2.84217e-14,-2.84217e-14,-50.4059
Auxilium,AUX,202920,0.001793,113142673.665,5451,5.22854,2.47127,-1.15916
CREDIT,CREDIT,201930,1.1e-05,18271462567.9,42639,0.104828,9.83881,32.9364
TEAM (TokenSt...,TEAM,201259,0.016988,11847457.0923,5035,0.756735,-3.66514,-13.5177
Phoenixcoin,PXC,201655,0.002768,72850424.625,,0.205172,-7.17285,-0.827142
Connect Coin,XCON,200451,0.00514,38996795.5264,537,-8.61466,-21.5446,1.58719
CROAT,CROAT,198296,0.002761,71818855.8988,,-0.0537553,6.1271,11.8781
BetterBetting,BETR,198131,0.000725,273152367.325,,0.165629,2.01319,166.724
BioCoin,BIO,196104,0.000232,845785803.064,,0.0,-8.52651e-14,20.7979
Invacio,INV,194049,0.006608,29365865.5896,4552,2.3266,-7.1604,-13.9472
ClearPoll,POLL,193440,0.027634,6999991.0,,-1.42109e-14,-5.68434e-14,-15.3405
FujiCoin,FJC,193200,8.2e-05,2360262722.0,,0.0,-4.26326e-14,1.98952e-13
Nexxo,NEXXO,191875,0.002021,94954883.6,285194,0.573544,4.55483,20.7076
Arionum,ARO,190751,0.001196,159429300.0,3343,-0.0504794,-1.24477,-6.81884
Ultimate Secu...,USC,187052,0.018085,10343113.0054,,0.807073,-5.8342,24.2699
PENG,PENG,187551,2.1e-05,8781727179.64,,-15.966,-42.531,-35.8761
Sharpay,S,185853,0.00018,1030302597.0,,0.182619,-1.80129,-2.52012
Zennies,ZENI,185837,0.000186,1000812835.55,,0.0,-4.26326e-14,-3.28671
Bitcoin CZ,BCZ,184657,0.074066,2493132.58397,2386,0.671057,-5.99196,-30.9693
PikcioChain,PKC,184657,0.003684,50120464.269,,-1.42109e-14,-2.84217e-14,1.13687e-13
BUZZCoin,BUZZ,184071,9e-06,19999999177.3,,-0.0463061,-35.3511,-4.11346
CryptoCarbon,CCRB,184533,0.007474,24690718.0276,14177,11.1887,-3.44022,-5.57764
Asgard,ASG,182697,0.000236,774880918.078,69302,-1.76926,-3.72219,-17.2931
Business Cred...,BCAC,180171,0.000382,472257124.884,987,0.323656,0.158708,3.16145
Pesetacoin,PTC,180542,0.001292,139763774.414,,0.205172,-6.20421,3.66987
Banyan Network,BBN,179669,0.000294,610736185.7,,0.000502323,-0.00293498,21.804
AudioCoin,ADC,179304,0.000183,980733270.765,,2.84217e-14,-7.10543e-14,-1.7053e-13
Bulwark,BWK,178495,0.011965,14918590.133,,-0.0470524,-9.58648,-21.0622
Opus,OPT,177999,0.001271,140080548.898,,0.0,0.0,20.3635
eBitcoin,EBTC,177865,0.009412,18897126.0,,0.407671,2.41104,7.91645
EveriToken,EVT,177042,0.024412,7252110.6,214383,-0.373471,-1.30261,-8.03825
EUNO,EUNO,176494,0.006097,28949359.7405,,-0.382128,-13.735,18.5075
TrumpCoin,TRUMP,174892,0.026481,6604387.31869,,-0.658651,-2.78711,18.1959
Bob&#39;s Repair,BOB,174336,0.000949,183640758.171,258794,0.595917,-0.25081,-12.8865
Startcoin,START,174697,0.003875,45079785.0,,0.207059,-6.1412,-24.0542
Bela,BELA,173608,0.004057,42788332.6602,,0.0,-1.0456,-40.6349
Matchpool,GUP,171515,0.002287,75000000.0,736,1.7874,-1.5247,-36.4575
Indorse Token,IND,170482,0.004549,37480418.9645,2894,-49.5913,-37.7405,-50.4159
Golfcoin,GOLF,168347,5e-06,35341279386.6,,2.84217e-14,-5.68434e-14,2.70006e-13
ZENZO,ZNZ,168092,0.016106,10436486.349,,-0.0504794,-8.23069,-19.742
Suretly,SUR,166792,0.711316,234483.708611,,0.173121,-9.20746,4.24719
Bridge Protocol,BRDG,166750,0.000744,224088259.22,,0.0106323,-5.97481,3.97651
VoteCoin,VOT,166091,0.00248,66977250.0,,-0.0722432,0.849617,11.6791
Gravity,GZRO,165780,9.5e-05,1749071089.73,,-1.42109e-14,-1.42109e-14,-1.25495
SyncFab,MFG,165197,0.000898,184017632.486,88762,-1.69413,-2.26469,-14.5933
IDEX Membership,IDXM,164470,82.24,2000.0,2449,0.186637,-14.1276,-18.8623
Bitstar,BITS,164101,0.007916,20730311.0,,0.0,-4.26326e-14,-7.10543e-14
Netko,NETKO,163898,0.018455,8880865.0,,-2.84217e-14,4.26326e-14,13.8448
Sparkpoint,SRK,163845,5.3e-05,3087638753.91,42898,-0.0180279,5.1706,-2.92018
HeroNode,HER,162366,0.000151,1074244081.0,4958,4.67889,19.6894,-1.97246
Plus-Coin,NPLC,162093,0.000345,469946471.449,5015,-2.18784,-27.0596,-34.7244
Bolivarcoin,BOLI,161611,0.011653,13868592.4988,,-0.387362,6.26319,-14.6728
Magic Cube Coin,MCC,161218,0.001358,118694616.0,172260,0.0271938,-0.176928,-40.6635
Dinastycoin,DCY,160504,8.4e-05,1904818558.27,,0.0,2.84217e-14,7.10543e-14
WABnetwork,WAB,160348,1.7e-05,9374855938.0,,-0.225274,-0.294605,-18.8837
Block-Logic,BLTG,160174,0.006995,22899328.9835,,-0.0537553,0.410923,62.251
Thingschain,TIC,160130,1.4e-05,11445000000.0,19199,4.60443,5.79287,140.049
DIMCOIN,DIM,159919,7.6e-05,2102483275.81,,0.602799,-1.22237,12.1015
HorusPay,HORUS,159043,0.000182,872861114.0,,0.186637,-44.3705,-83.6721
HeartBout,HB,157708,0.002965,53195266.9472,4144,-0.202748,-3.19244,-13.8393
Energycoin,ENRG,158015,0.001292,122325445.559,,0.207125,39.2907,-15.8851
INMAX,INX,157577,0.062625,2516185.32565,4978,-0.678733,-4.4552,-11.3976
eSDChain,SDA,157559,0.001609,97929140.0626,1492,7.02451,19.9377,30.6961
Parachute,PAR,157158,0.000445,353488808.8,1758,-5.97869,-5.42908,-4.23108
Shadow Token,SHDW,156611,0.022373,7000000.0,,0.0,0.0313743,-0.517213
Arbidex,ABX,155672,0.007648,20353495.1685,27530,0.852099,-0.585388,-21.9333
Aryacoin,AYA,154774,0.001933,80080112.6241,,-0.0537268,-4.40085,-29.8369
WPP TOKEN,WPP,154259,0.000542,284485989.623,2057,4.6507,3.58736,-27.081
UChain,UCN,153847,0.000504,305346956.9,49804,0.294476,0.512995,-10.0044
Tokenbox,TBX,153427,0.013423,11429882.1835,14995,0.978423,-0.428275,-8.14895
Nitro,NOX,152983,0.001609,95077152.5483,,0.104253,-4.26438,-17.6696
DogeCash,DOGEC,152784,0.042265,3614880.31241,,-1.84594,-13.0835,4.59677
MetaMorph,METM,152775,0.001028,148574822.305,40175,-3.62163,-15.2602,-18.9656
MyBit,MYB,152593,0.000991,153906947.61,1075,0.178518,-3.69448,-5.33225
SIMDAQ,SMQ,152402,0.008648,17623189.0,,-0.0272321,1.53477,14.4315
Scorum Coins,SCR,151678,0.005183,29265074.799,17516,-0.578173,-1.21037,-15.1127
Capricoin,CPC,150422,0.075587,1990045.0,78246,0.364445,-1.43377,-2.39644
Neutral Dollar ,NUSD,149636,0.987758,151490.754691,,-0.00763352,3.27048,-0.927039
TrueDeck,TDP,148842,0.004845,30717515.544,19259,0.0703613,-2.29063,-1.60995
TrakInvest,TRAK,147852,0.001762,83933471.2162,,2.84217e-14,0.0,-2.84217e-14
RefToken,REF,146496,0.145767,1004999.99943,,0.176611,-1.05886,-60.6129
Social Send,SEND,146237,0.003781,38677760.4959,,-12.4127,65.9558,47.5954
TigerCash,TCH,146181,0.014418,10138486.8041,15412390,-0.116139,4.81033,-7.18795
EventChain,EVC,143184,0.004582,31250497.0,4319,-0.0623152,0.776231,46.2353
GlobalBoost-Y,BSTY,143341,0.008163,17559102.0455,,0.206704,-15.214,-25.2924
EDRCoin,EDRC,142533,0.048626,2931223.88411,,0.206704,-10.66,-46.1836
Zetacoin,ZET,141600,0.00083,170516898.755,6919,-30.089,-4.21212,-6.3125
ProxyNode,PRX,140749,0.001012,139026344.938,548,-0.0537553,2.67643,9.59374
BitSend,BSD,141013,0.005628,25054824.5011,,0.207052,-8.28934,-20.1755
Auctus,AUC,140246,0.004699,29846815.027,,0.00766055,-0.534302,15.8729
DAV Coin,DAV,139898,0.000202,691710113.326,141260,0.0325147,0.194955,-11.1424
Bitzeny,ZNY,139537,0.001845,75614500.0,,0.206704,-0.224139,-6.19404
BitClave,CAT,138851,0.000277,501394405.74,,0.0,0.0,66.017
LiteDoge,LDOGE,137256,8e-06,16422580992.3,,0.498979,-25.7362,7.82907
WavesGo,WGO,137161,0.018094,7580484.0,,-0.0396243,10.2403,10.2403
Menlo One,ONE,136841,0.000456,300404657.917,729,0.182619,93.6061,228.229
GlobalToken,GLT,136706,0.001565,87372450.0,,-0.0463552,-1.23804,1.34058
SnapCoin,SNPC,136351,0.000313,435689398.192,7513,13.9242,-8.92146,-29.0691
Asian Dragon,AD,135720,0.002259,60069140.891,,0.182619,5.31123,31.1294
GoldFund,GFUN,135596,0.000831,163242190.971,1868,-0.0244554,-3.44294,-18.5138
iDealCash,DEAL,135113,9.3e-05,1445344160.89,,0.0,0.0,-1.57419
PoSW Coin,POSW,134733,0.003055,44100000.0,,2.84217e-14,-7.10543e-14,-1.56319e-13
Monarch,MT,134125,0.005294,25334709.41,183271,0.0680757,7.27599,-22.2025
EverGreenCoin,EGC,133700,0.009496,14080303.3742,,0.0,-5.68434e-14,-23.9314
Decimated,DIO,131659,0.002394,54986411.0,,-2.84217e-14,-1.16785,-40.5566
PRASM,PSM,130247,5.8e-05,2249193826.6,,0.0,-2.84217e-14,1.7053e-13
Cryptonite,XCN,129310,0.000183,708506519.709,,0.0,-7.10543e-14,-1.84741e-13
Jetcoin,JET,129054,0.017468,7388005.1256,32345,-2.73886,-7.68365,-17.7651
BlockMesh,BMH,128160,0.000469,273039970.879,4720,-0.162365,-2.36336,-34.4139
Signals Network,SGN,127858,0.001451,88138748.9409,,2.84217e-14,-5.68434e-14,-0.0077014
Megacoin,MEC,126806,0.003313,38271981.2431,,-0.0481876,-15.3726,8.89946
Photon,PHO,126454,4e-06,31045484934.7,,0.00147147,-14.1785,12.4464
Atonomi,ATMI,126235,0.000256,492730725.096,,0.0569352,1.02631,-8.9713
BriaCoin,BRIA,125365,0.16863,743430.77003,14289,8.41726,117.757,275.837
MFCoin,MFC,124609,0.006074,20513991.7595,2224,-0.0537553,-4.13349,5.25707
Ethouse,HORSE,124025,0.001121,110618782.296,,0.0,-9.96095,-22.037
Synergy,SNRG,123927,0.025303,4897671.655,,0.0,0.0,16.0
Taklimakan Ne...,TAN,123875,0.002214,55942180.0,11364,0.0757178,5.66477,44.0776
OptiToken,OPTI,122987,0.004411,27882045.0,,0.0650456,8.80308,-10.0243
bitEUR,BITEUR,120497,1.12,107706.0,,0.161545,1.54827,0.88716
Chronologic,DAY,120041,0.130656,918759.637737,,-2.51976,-25.2959,-40.4955
Transcodium,TNS,118959,0.002032,58553570.9336,95362,-0.0846117,-2.82611,-9.49916
Carboncoin,CARBON,118672,8e-06,15392022543.9,,0.0,-16.6486,-45.4352
Level Up Coin,LUC,118547,0.000119,996923370.146,,-1.42109e-14,7.10543e-14,26.5389
FantasyGold,FGC,118011,0.007266,16241596.604,,-1.42109e-14,4.26326e-14,-2.84217e-13
Mincoin,MNC,117873,0.019788,5956890.88795,,-0.0481876,-5.68167,-7.82183
Alt.Estate token,ALT,117305,0.000162,724180756.0,,-0.0537553,6.97165,9.32277
Spectiv,SIG,117085,0.000467,250815456.724,3941,-1.25782,-14.8453,-29.5099
Rupee,RUP,116978,0.003206,36491600.0,,-0.0381169,0.116094,73.0214
Universe,UNI,117049,0.001401,83542224.3751,,-9.73567,-31.6616,4.24678
Civitas,CIV,116651,0.016249,7178762.38991,888,-0.0537553,74.3773,84.0088
AiLink Token,ALI,116511,2.3e-05,5073904985.85,6026,-0.571767,1.22021,-31.8145
WandX,WAND,115331,0.009419,12244134.9651,,0.0,-2.84217e-14,0.643995
Commercium,CMM,114734,0.00259,44297171.8549,,0.0365545,-1.06738,-25.3575
Netbox Coin,NBX,114139,0.023886,4778428.52444,73664,0.990493,1.07038,-2.43716
BitBall,BTB,114091,0.001434,79539983.672,99371,1.89761,6.99887,-93.1356
Lampix,PIX,114051,0.000843,135322017.0,,0.0,-8.52651e-14,2.27374e-13
TrezarCoin,TZC,113796,0.000635,179267000.0,,-0.0623788,-10.7965,-3.23096
PKG Token,PKG,113583,1.3e-05,8969257745.11,19816,0.158592,-1.15474,16.6889
Repme,RPM,113047,2e-06,62042311297.2,,0.182619,-1.05679,-27.4288
LoMoCoin,LMC,112747,0.000401,280823118.633,,0.0,-7.10543e-14,2.27374e-13
AllSafe,ASAFE,112855,0.012364,9128051.45905,616,2.81374,6.19769,8.07499
Paymon,PMNT,112509,0.000184,611226584.438,,-0.0504794,-1.24378,-55.1445
Advanced Tech...,ARC,110495,0.003945,28006760.6674,,5.73459,22.6215,-5.18858
Unify,UNIFY,112136,0.006166,18185084.75,2905,-0.0463061,-9.08174,-13.3079
Arepacoin,AREPA,111895,0.006746,16587284.6278,509,-0.0244912,52.7542,87.8129
Rentberry,BERRY,111633,0.00037,301431306.992,,-11.9978,-6.00081,5.62789
BlueCoin,BLU,111379,0.000194,574683675.01,,2.84217e-14,-7.10543e-14,0.634982
Blocktix,TIX,110638,0.002766,40000000.0,,0.173121,-8.94243,-12.4659
FSBT API Token,FSBT,110149,0.031386,3509535.10131,14797,0.0175334,-3.04327,-31.0525
Aphelion,APH,110082,0.002202,50000000.0,,-0.41045,-0.747519,-5.65342
Fantasy Sports,DFS,109754,0.024217,4532030.57273,,0.145517,18.9928,-1.8293
ShareX,SEXC,109431,0.00017,645515075.327,,0.0,-7.10543e-14,17.8433
Guaranteed Et...,GETX,108966,0.000363,300000000.0,,0.150669,7.11622,-1.77554
AdHive,ADH,108822,0.000828,131376614.28,,8.5652,9.5837,-20.5125
Centauri,CTX,108795,0.002485,43781575.2289,,-0.0537553,-11.3565,-19.1474
CaixaPay,CXP,108562,0.001376,78905322.2178,,-0.047871,11.6264,-20.2963
Japan Content...,JCT,107349,0.000366,293150782.385,13748,-3.96525,-14.0014,-99.151
LanaCoin,LANA,106965,9.3e-05,1152507692.96,,-1.42109e-14,4.26326e-14,-51.8878
ANON,ANON,106840,0.014069,7593802.0,,1.24375,1.94656,-21.5833
Galilel,GALI,106831,0.005852,18255166.2794,,-0.0445573,21.4788,-71.2816
imbrex,REX,106634,0.012312,8660756.0,,0.00483349,-5.64914,-16.2324
Quantis Network,QUAN,106575,0.000552,192995959.472,525,-0.0537553,-15.3361,-30.5142
XGOX,XGOX,106235,4.5e-05,2379530425.37,,-0.39179,-0.336332,-1.3536
DeviantCoin,DEV,106134,0.00687,15448968.8359,,-0.229959,-0.330837,14.5745
Niobio Cash,NBR,105905,0.000769,137700158.904,,-2.79073,8.2177,5.65506
JSECOIN,JSE,105048,0.000237,443479879.963,,5.59893,-1.05679,-4.94576
LHT,LHT,104489,0.00209,50000000.0,3361,-5.85494,-15.221,-30.1905
AquariusCoin,ARCO,103647,0.040634,2550718.25622,,0.121514,4.56902,5.82672
Elysian,ELY,103274,0.001054,97966210.0806,55920,-0.444964,-5.09982,2.88198
BitBar,BTB,100290,2.32,43239.826091,,-0.0481876,-7.83595,-20.0789
Etheera,ETA,100065,1.4e-05,7185740244.41,,0.0677052,-13.7516,-38.5175
GoByte,GBX,98665,0.027093,3641735.62603,2286,0.0311702,2.20843,16.544
BoutsPro,BOUTS,98420,0.001285,76615188.1802,3098,-15.3023,-12.6727,-9.76935
Elcoin,EL,98253,0.008766,11208967.0,,1.27275,2.67468,3.5028
Doge Token,DOGET,97469,1.1e-05,8900000000.0,,-0.745539,-5.85064,81.6892
Bitcoin Turbo...,BTK,97326,6e-06,17213736616.4,2038,0.448904,58.8983,92.1914
ETHplode,ETHPLO,97193,0.005829,16674584.099,,0.108047,-6.30331,-1.86094
Ignition,IC,96714,0.094705,1021210.31865,1041,-0.0412398,-3.13165,55.8944
Version,V,96594,0.000162,597619794.635,,0.0,-7.10543e-14,-1.98952e-13
Beacon,BECN,96178,0.009389,10243739.5041,,-2.84217e-14,-1.22019,-17.2977
BLOC.MONEY,BLOC,95789,0.007823,12244521.904,,-0.831548,-3.62758,-21.3889
StrongHands M...,SHMN,95573,0.059463,1607264.62258,,0.151849,7.33237,15.377
IOTW,IOTW,95505,0.002872,33258449.98,30481,0.00531071,-2.58434,-0.00900008
Bonpay,BON,94559,0.008375,11290301.06,2522,-0.0470524,-1.69075,-5.38142
AVINOC,AVINOC,94259,0.000242,389244472.194,,0.0,-2.84217e-14,-72.628
Bitcoin Fast,BTCF,93860,0.008559,10965880.4343,,-0.0504794,-7.21115,-8.33594
Emphy,EPY,93037,0.011754,7915124.69,510,0.182772,27.6484,26.4101
ALLUVA,ALV,92924,0.010929,8502623.8137,,0.182619,-1.05835,105.397
bitBTC,BITBTC,92426,2688.83,34.3741,,12.9863,21.1188,0.320624
Gexan,GEX,92349,0.044856,2058795.65323,57119,-1.29589,2.41628,-30.5127
PAYCENT,PYN,90788,0.00632,14364155.6776,198598,1.24684,-5.03331,-38.5174
GravityCoin,GXX,90670,0.033165,2733903.96062,2945,0.425428,7.83416,-14.4222
Apollon,XAP,90223,0.000607,148585276.414,,-0.0537553,8.59175,-3.10483
BLAST,BLAST,89265,0.001653,54013170.8815,,24.0991,22.0773,13.3458
PWR Coin,PWR,89173,9e-06,9664500811.2,,0.206704,-6.21649,-13.7862
Emerald Crypto,EMD,88196,0.004613,19117129.3733,,0.205172,-28.2523,-19.9151
WXCOINS,WXC,87946,0.015456,5690176.69897,,-0.0537553,-0.277564,9.20534
Engagement Token,ENGT,86628,0.000209,415256071.282,,0.0828536,-27.8089,-24.3456
Ethereum Gold...,ETGP,86145,1.5e-05,5874571479.39,,0.0427309,-1.24476,-0.0809701
Stakinglab,LABX,86100,0.21251,405158.050957,,-0.226598,-11.4921,-16.728
Universal Cur...,UNIT,85981,0.005391,15949109.6328,,0.0,8.52651e-14,-1.76319
More Coin,MORE,85777,0.042889,2000000.0,,-1.10739,-8.10773,-1.02554
Narrative,NRVE,85276,0.002004,42546331.3076,,0.186637,-1.05758,-2.52653
Olive,OLE,85272,0.000308,277007242.0,,-2.84217e-14,4.26326e-14,-58.4562
Profile Utili...,PUT,84816,0.001873,45289803.8987,6242,-0.88649,-1.89122,8.77642
Iungo,ING,84673,0.002117,40000000.0,,-0.0470524,2.96971,-2.11341
MMOCoin,MMO,84557,0.001411,59921398.5485,4261,0.031193,-7.18529,5.95955
Bitradio,BRO,84449,0.010492,8048818.11736,,0.394026,-1.24042,-4.05935
Exosis,EXO,84446,0.293965,287266.10087,15063,-0.0751687,5.15508,18.8125
Adelphoi,ADL,83916,0.00405,20722224.0,,0.716727,-4.3213,-30.7805
GCN Coin,GCN,83541,4.9e-07,172076810000.0,,-3.17377,-7.26464,-13.3605
Dynamite,DYNMT,83392,0.353881,235649.86,5566824,0.323097,8.51804,-24.4955
Sociall,SCL,83161,0.004976,16714019.6643,,0.0,-2.84217e-14,3.25214
Freyrchain,FREC,82260,0.000165,500000000.0,,-2.18343,-1.92178,-11.1747
Kalkulus,KLKS,82070,0.004878,16825600.7176,67588,5.9441,6.51281,-10.406
SportyCo,SPF,82035,0.001503,54587326.4959,,0.0136647,9.00963,-33.6159
Worldcore,WRC,81981,0.00046,178103291.0,623,-0.410926,-1.038,-3.77963
BoatPilot Token,NAVY,81586,0.001105,73863346.0,2295,-0.0537061,-1.24918,3.52114
PutinCoin,PUT,81335,9.2e-05,881502431.257,,0.206704,-43.5202,-28.181
BitRewards,BIT,81077,0.000237,342698105.014,,-2.84217e-14,-0.411741,0.66867
SoMee.Social,ONG,80511,0.00132,61000000.0,,0.239213,-11.5458,-13.0228
IP Exchange,IPSX,80316,8.5e-05,943181786.798,,-0.0358141,-52.5301,-59.5237
Patron,PAT,78508,0.000204,384923567.991,1027,-5.62767,-18.8504,-12.6224
RPICoin,RPI,78445,9.2e-05,852330056.301,,-0.0537553,-1.23388,-4.11675
Leadcoin,LDC,78159,0.0001,784399591.71,,-1.42109e-14,7.10543e-14,-5.68125
Fabric Token,FT,78154,0.003178,24593614.8928,,-1.42109e-14,8.52651e-14,2.41585e-13
Swing,SWING,78029,0.017808,4381720.48454,,0.206704,-2.9981,-3.86426
Anoncoin,ANC,77887,0.036908,2110316.862,,0.205172,-0.988156,-14.1591
Oxycoin,OXY,76749,8.2e-05,931894857.058,,0.0910086,-0.534009,-5.6504
OPCoinX,OPCX,75778,0.000466,162498737.842,,0.0,0.0773415,21.472
CyberFM,CYFM,74891,1e-06,51200000000.0,,-0.750303,50.7981,-15.126
CDX Network,CDX,74885,0.002301,32546000.0,,-0.0504794,2.04191,-7.79259
No BS Crypto,NOBS,74328,6e-05,1248464199.66,37752,0.0959078,-0.232647,-9.19523
EXMR,EXMR,74190,0.006311,11756611.6087,2311,0.186637,21.5888,49.864
AirWire,WIRE,74035,0.000617,120058125.52,,3.86062,4.65311,17.8904
Miners&#39; Rewar...,MRT,74025,0.007403,10000000.0,,0.343992,5.15709,25.5169
Kobocoin,KOBO,73897,0.002992,24700247.6845,,2.84217e-14,-4.26326e-14,3.12639e-13
EtherGem,EGEM,73857,0.003791,19483114.0,8347,-0.564755,-0.879492,-16.7886
EurocoinToken,ECTE,73823,0.04422,1669441.5,,0.0229638,-0.538136,0.332863
CYCLEAN,CCL,73545,0.000108,678451267.297,,0.160826,34.2108,36.4296
Crave,CRAVE,72983,0.003234,22569135.102,,-1.42109e-14,-0.854188,-1.62825
InsaneCoin,INSN,72893,0.003045,23939672.8208,,0.207059,-0.990081,-24.8417
Datarius Credit,DTRC,72664,0.000569,127756070.513,,0.0,-7.10543e-14,-3.62522
The Currency ...,TCAT,72662,0.000617,117757840.629,39571,0.411289,-0.916508,-20.1755
MODEL-X-coin,MODX,72015,0.005976,12050832.4832,,0.0,24.8016,45.0108
Viuly,VIU,71608,9.3e-05,771905775.335,,2.84217e-14,2.84217e-14,-3.33821
Sp8de,SPX,70914,9e-06,7783756906.18,,0.186637,-1.05758,30.6539
Verify,CRED,70228,0.005199,13508864.2711,,0.0,-7.10543e-14,-1.98952e-13
